Fluence to dose conversion factor calculated on a slab of Tissue with size 10x10x0.5 mm^3 for primary neutron
E [MeV]	c [microGy*cm^2]
316609	3.13502e-05
323239	2.43541e-05
330007	3.20807e-05
336917	4.14683e-05
343972	2.32337e-05
351175	2.45326e-05
358528	2.28938e-05
366036	2.43466e-05
373700	2.59956e-05
381525	3.19776e-05
389514	3.60632e-05
397670	2.66009e-05
405997	3.86488e-05
414499	2.63641e-05
423178	4.14655e-05
432039	3.33221e-05
441086	3.03775e-05
450322	2.91145e-05
459752	2.61713e-05
469379	2.84864e-05
479207	4.73494e-05
489242	3.01607e-05
499486	2.25766e-05
509945	3.32564e-05
520623	3.32259e-05
531525	3.47657e-05
542654	2.93783e-05
554017	3.66145e-05
565618	2.17883e-05
577462	3.41691e-05
589554	3.42015e-05
601899	3.53317e-05
614502	4.02931e-05
627369	3.69862e-05
640506	3.04918e-05
653918	2.92576e-05
667611	2.46816e-05
681590	2.95169e-05
695862	3.21755e-05
710433	4.08463e-05
725309	4.47985e-05
740497	3.47562e-05
756003	3.58603e-05
771833	3.48246e-05
787995	3.02324e-05
804495	5.0257e-05
821341	2.73331e-05
838539	2.64202e-05
856098	2.96181e-05
874024	3.1146e-05
892326	3.49682e-05
911010	4.21411e-05
930086	2.66619e-05
949562	3.92195e-05
969445	2.96079e-05
989745	3.12348e-05
