E [MeV]	dEdx [keV/microm]
0.211349	314.762
0.212569	315.608
0.213796	316.457
0.21503	317.308
0.216272	318.162
0.21752	319.019
0.218776	319.877
0.220039	320.739
0.221309	321.603
0.222587	322.469
0.223872	323.338
0.225165	324.206
0.226464	325.047
0.227772	325.892
0.229087	326.739
0.230409	327.59
0.231739	328.444
0.233077	329.3
0.234423	330.159
0.235776	331.021
0.237137	331.886
0.238506	332.754
0.239883	333.625
0.241268	334.499
0.242661	335.375
0.244062	336.254
0.245471	337.137
0.246888	338.021
0.248313	338.909
0.249747	339.799
0.251189	340.692
0.252639	341.588
0.254097	342.486
0.255564	343.387
0.25704	344.291
0.258523	345.197
0.260016	346.106
0.261517	347.017
0.263027	347.931
0.264545	348.848
0.266073	349.766
0.267609	350.688
0.269153	351.612
0.270707	352.525
0.27227	353.425
0.273842	354.328
0.275423	355.229
0.277013	356.126
0.278612	357.025
0.280221	357.926
0.281838	358.825
0.283465	359.726
0.285102	360.629
0.286748	361.536
0.288403	362.445
0.290068	363.356
0.291743	364.27
0.293427	365.187
0.295121	366.106
0.296825	367.028
0.298538	367.952
0.300262	368.879
0.301995	369.808
0.303739	370.74
0.305492	371.673
0.307256	372.61
0.30903	373.548
0.310814	374.489
0.312608	375.433
0.314413	376.378
0.316228	377.325
0.318053	378.276
0.31989	379.228
0.321736	380.182
0.323594	381.138
0.325462	382.096
0.327341	383.056
0.32923	384.019
0.331131	384.965
0.333043	385.9
0.334965	386.837
0.336899	387.777
0.338844	388.717
0.3408	389.659
0.342768	390.603
0.344747	391.548
0.346737	392.494
0.348739	393.442
0.350752	394.391
0.352777	395.341
0.354813	396.292
0.356862	397.245
0.358922	398.198
0.360994	399.149
0.363078	400.098
0.365174	401.047
0.367282	401.997
0.369403	402.947
0.371535	403.899
0.37368	404.851
0.375837	405.804
0.378007	406.758
0.380189	407.712
0.382384	408.667
0.384592	409.622
0.386812	410.578
0.389045	411.534
0.391291	412.491
0.39355	413.449
0.395822	414.406
0.398107	415.364
0.400405	416.322
0.402717	417.28
0.405042	418.239
0.40738	419.197
0.409732	420.156
0.412098	421.114
0.414477	422.073
0.416869	423.031
0.419276	423.99
0.421697	424.948
0.424131	425.905
0.42658	426.863
0.429042	427.82
0.431519	428.777
0.43401	429.733
0.436516	430.688
0.439036	431.643
0.44157	432.593
0.44412	433.538
0.446684	434.482
0.449262	435.426
